Folder,File,image_ID,time_ID
6,0000_t-0_ID-22.png,22,0
6,0001_t-1_ID-22.png,22,1
6,0002_t-2_ID-22.png,22,2
6,0003_t-3_ID-22.png,22,3
6,0004_t-4_ID-22.png,22,4
6,0005_t-5_ID-22.png,22,5
6,0006_t-6_ID-22.png,22,6
6,0007_t-183_ID-206.png,206,183
6,0008_t-184_ID-206.png,206,184
6,0009_t-185_ID-206.png,206,185
6,0010_t-186_ID-206.png,206,186
6,0011_t-187_ID-206.png,206,187
6,0012_t-188_ID-206.png,206,188
6,0013_t-189_ID-206.png,206,189
6,0014_t-190_ID-206.png,206,190
6,0015_t-191_ID-206.png,206,191
6,0016_t-192_ID-206.png,206,192
6,0017_t-193_ID-206.png,206,193
6,0018_t-194_ID-206.png,206,194
6,0019_t-195_ID-206.png,206,195
6,0020_t-133_ID-162.png,162,133
6,0021_t-134_ID-162.png,162,134
6,0022_t-135_ID-162.png,162,135
6,0023_t-136_ID-162.png,162,136
6,0024_t-137_ID-162.png,162,137
6,0025_t-138_ID-162.png,162,138
6,0026_t-139_ID-162.png,162,139
6,0027_t-140_ID-162.png,162,140
6,0028_t-141_ID-162.png,162,141
6,0029_t-142_ID-162.png,162,142
6,0030_t-143_ID-162.png,162,143
6,0031_t-144_ID-162.png,162,144
6,0032_t-145_ID-162.png,162,145
6,0033_t-146_ID-162.png,162,146
6,0034_t-147_ID-162.png,162,147
6,0035_t-148_ID-162.png,162,148
6,0036_t-149_ID-162.png,162,149
6,0037_t-150_ID-162.png,162,150
6,0038_t-151_ID-162.png,162,151
6,0039_t-152_ID-162.png,162,152
6,0040_t-153_ID-162.png,162,153
6,0041_t-154_ID-162.png,162,154
6,0042_t-155_ID-162.png,162,155
6,0043_t-156_ID-162.png,162,156
6,0044_t-157_ID-162.png,162,157
6,0045_t-158_ID-162.png,162,158
6,0046_t-159_ID-162.png,162,159
6,0047_t-160_ID-162.png,162,160
6,0048_t-161_ID-162.png,162,161
6,0049_t-162_ID-162.png,162,162
6,0050_t-163_ID-162.png,162,163
6,0051_t-164_ID-162.png,162,164
6,0052_t-165_ID-162.png,162,165
6,0053_t-166_ID-162.png,162,166
6,0054_t-167_ID-162.png,162,167
6,0055_t-168_ID-162.png,162,168
6,0056_t-169_ID-162.png,162,169
6,0057_t-170_ID-162.png,162,170
6,0058_t-171_ID-162.png,162,171
6,0059_t-172_ID-162.png,162,172
6,0060_t-173_ID-162.png,162,173
6,0061_t-174_ID-162.png,162,174
6,0062_t-175_ID-162.png,162,175
6,0063_t-176_ID-162.png,162,176
6,0064_t-177_ID-162.png,162,177
6,0065_t-178_ID-162.png,162,178
6,0066_t-179_ID-162.png,162,179
6,0067_t-180_ID-162.png,162,180
6,0068_t-181_ID-162.png,162,181
6,0069_t-182_ID-162.png,162,182
6,0070_t-183_ID-162.png,162,183
6,0071_t-184_ID-162.png,162,184
6,0072_t-185_ID-162.png,162,185
6,0073_t-186_ID-162.png,162,186
6,0074_t-187_ID-162.png,162,187
6,0075_t-188_ID-162.png,162,188
6,0076_t-189_ID-162.png,162,189
6,0077_t-190_ID-162.png,162,190
6,0078_t-191_ID-162.png,162,191
6,0079_t-192_ID-162.png,162,192
6,0080_t-193_ID-162.png,162,193
6,0081_t-194_ID-162.png,162,194
6,0082_t-195_ID-162.png,162,195
6,0083_t-196_ID-162.png,162,196
6,0084_t-197_ID-162.png,162,197
6,0085_t-198_ID-162.png,162,198
6,0086_t-199_ID-162.png,162,199
6,0087_t-200_ID-162.png,162,200
6,0088_t-201_ID-162.png,162,201
6,0089_t-202_ID-162.png,162,202
6,0090_t-203_ID-162.png,162,203
6,0091_t-204_ID-162.png,162,204
6,0092_t-205_ID-162.png,162,205
6,0093_t-206_ID-162.png,162,206
6,0094_t-207_ID-162.png,162,207
6,0095_t-208_ID-162.png,162,208
6,0096_t-209_ID-162.png,162,209
6,0097_t-210_ID-162.png,162,210
6,0098_t-211_ID-162.png,162,211
