Folder,File,image_ID,time_ID
3,0000_t-0_ID-22.png,22,0
3,0001_t-1_ID-22.png,22,1
3,0002_t-2_ID-22.png,22,2
3,0003_t-3_ID-22.png,22,3
3,0004_t-4_ID-22.png,22,4
3,0005_t-5_ID-22.png,22,5
3,0006_t-6_ID-22.png,22,6
3,0007_t-7_ID-22.png,22,7
3,0008_t-8_ID-22.png,22,8
3,0009_t-9_ID-22.png,22,9
3,0010_t-10_ID-22.png,22,10
3,0011_t-11_ID-22.png,22,11
3,0012_t-12_ID-22.png,22,12
3,0013_t-13_ID-22.png,22,13
3,0014_t-14_ID-22.png,22,14
3,0015_t-15_ID-22.png,22,15
3,0016_t-16_ID-22.png,22,16
3,0017_t-17_ID-22.png,22,17
3,0018_t-18_ID-22.png,22,18
3,0019_t-19_ID-22.png,22,19
3,0020_t-20_ID-22.png,22,20
3,0021_t-21_ID-22.png,22,21
3,0022_t-22_ID-22.png,22,22
3,0023_t-23_ID-22.png,22,23
3,0024_t-24_ID-22.png,22,24
3,0025_t-25_ID-22.png,22,25
3,0026_t-26_ID-22.png,22,26
3,0027_t-27_ID-22.png,22,27
3,0028_t-28_ID-22.png,22,28
3,0029_t-29_ID-22.png,22,29
3,0030_t-30_ID-22.png,22,30
3,0031_t-31_ID-22.png,22,31
3,0032_t-32_ID-22.png,22,32
3,0033_t-33_ID-22.png,22,33
3,0034_t-34_ID-22.png,22,34
3,0035_t-35_ID-22.png,22,35
3,0036_t-36_ID-22.png,22,36
3,0037_t-37_ID-22.png,22,37
3,0038_t-38_ID-22.png,22,38
3,0039_t-39_ID-22.png,22,39
3,0040_t-40_ID-22.png,22,40
3,0041_t-41_ID-22.png,22,41
3,0042_t-42_ID-22.png,22,42
3,0043_t-43_ID-22.png,22,43
3,0044_t-44_ID-22.png,22,44
3,0045_t-45_ID-22.png,22,45
3,0046_t-46_ID-22.png,22,46
3,0047_t-47_ID-22.png,22,47
3,0048_t-48_ID-22.png,22,48
3,0049_t-49_ID-22.png,22,49
3,0050_t-50_ID-22.png,22,50
3,0051_t-51_ID-22.png,22,51
3,0052_t-52_ID-22.png,22,52
3,0053_t-53_ID-22.png,22,53
3,0054_t-54_ID-22.png,22,54
3,0055_t-55_ID-22.png,22,55
3,0056_t-56_ID-22.png,22,56
3,0057_t-57_ID-22.png,22,57
3,0058_t-58_ID-22.png,22,58
3,0059_t-59_ID-22.png,22,59
3,0060_t-60_ID-22.png,22,60
3,0061_t-61_ID-22.png,22,61
3,0062_t-62_ID-22.png,22,62
3,0063_t-63_ID-22.png,22,63
3,0064_t-64_ID-22.png,22,64
3,0065_t-65_ID-22.png,22,65
3,0066_t-66_ID-22.png,22,66
3,0067_t-67_ID-22.png,22,67
3,0068_t-68_ID-22.png,22,68
3,0069_t-69_ID-22.png,22,69
3,0070_t-70_ID-22.png,22,70
3,0071_t-71_ID-22.png,22,71
3,0072_t-72_ID-22.png,22,72
3,0073_t-73_ID-22.png,22,73
3,0074_t-74_ID-22.png,22,74
3,0075_t-75_ID-22.png,22,75
3,0076_t-76_ID-22.png,22,76
3,0077_t-77_ID-22.png,22,77
3,0078_t-78_ID-22.png,22,78
3,0079_t-79_ID-22.png,22,79
3,0080_t-80_ID-22.png,22,80
3,0081_t-81_ID-22.png,22,81
3,0082_t-82_ID-22.png,22,82
3,0083_t-83_ID-22.png,22,83
3,0084_t-84_ID-22.png,22,84
3,0085_t-85_ID-22.png,22,85
3,0086_t-86_ID-22.png,22,86
3,0087_t-87_ID-22.png,22,87
3,0088_t-88_ID-22.png,22,88
3,0089_t-89_ID-22.png,22,89
3,0090_t-90_ID-22.png,22,90
3,0091_t-91_ID-22.png,22,91
3,0092_t-92_ID-22.png,22,92
3,0093_t-93_ID-22.png,22,93
3,0094_t-94_ID-22.png,22,94
3,0095_t-95_ID-22.png,22,95
3,0096_t-96_ID-22.png,22,96
3,0097_t-97_ID-22.png,22,97
3,0098_t-98_ID-22.png,22,98
3,0099_t-99_ID-22.png,22,99
3,0100_t-100_ID-22.png,22,100
3,0101_t-101_ID-22.png,22,101
3,0102_t-102_ID-22.png,22,102
3,0103_t-103_ID-22.png,22,103
3,0104_t-104_ID-22.png,22,104
3,0105_t-105_ID-22.png,22,105
3,0106_t-106_ID-22.png,22,106
3,0107_t-107_ID-22.png,22,107
3,0108_t-108_ID-22.png,22,108
3,0109_t-109_ID-22.png,22,109
3,0110_t-110_ID-22.png,22,110
3,0111_t-111_ID-22.png,22,111
3,0112_t-112_ID-22.png,22,112
3,0113_t-113_ID-22.png,22,113
3,0114_t-114_ID-22.png,22,114
3,0115_t-115_ID-22.png,22,115
3,0116_t-116_ID-22.png,22,116
3,0117_t-117_ID-22.png,22,117
3,0118_t-118_ID-22.png,22,118
3,0119_t-119_ID-22.png,22,119
3,0120_t-120_ID-22.png,22,120
3,0121_t-121_ID-22.png,22,121
3,0122_t-122_ID-22.png,22,122
3,0123_t-123_ID-22.png,22,123
3,0124_t-124_ID-22.png,22,124
3,0125_t-125_ID-22.png,22,125
3,0126_t-126_ID-22.png,22,126
3,0127_t-127_ID-22.png,22,127
3,0128_t-128_ID-22.png,22,128
3,0129_t-129_ID-22.png,22,129
3,0130_t-130_ID-22.png,22,130
3,0131_t-131_ID-22.png,22,131
3,0132_t-132_ID-22.png,22,132
3,0133_t-133_ID-22.png,22,133
3,0134_t-134_ID-22.png,22,134
3,0135_t-135_ID-22.png,22,135
3,0136_t-136_ID-22.png,22,136
3,0137_t-137_ID-22.png,22,137
3,0138_t-138_ID-22.png,22,138
3,0139_t-139_ID-22.png,22,139
3,0140_t-140_ID-22.png,22,140
3,0141_t-141_ID-22.png,22,141
3,0142_t-142_ID-22.png,22,142
3,0143_t-143_ID-22.png,22,143
3,0144_t-144_ID-22.png,22,144
3,0145_t-145_ID-22.png,22,145
3,0146_t-146_ID-22.png,22,146
3,0147_t-147_ID-22.png,22,147
3,0148_t-148_ID-22.png,22,148
3,0149_t-149_ID-22.png,22,149
3,0150_t-150_ID-22.png,22,150
3,0151_t-151_ID-22.png,22,151
3,0152_t-152_ID-22.png,22,152
3,0153_t-153_ID-22.png,22,153
3,0154_t-154_ID-22.png,22,154
3,0155_t-155_ID-22.png,22,155
3,0156_t-156_ID-22.png,22,156
3,0157_t-157_ID-22.png,22,157
3,0158_t-158_ID-22.png,22,158
3,0159_t-159_ID-22.png,22,159
3,0160_t-160_ID-22.png,22,160
3,0161_t-161_ID-22.png,22,161
3,0162_t-162_ID-22.png,22,162
3,0163_t-163_ID-22.png,22,163
3,0164_t-164_ID-22.png,22,164
3,0165_t-165_ID-22.png,22,165
3,0166_t-166_ID-22.png,22,166
3,0167_t-167_ID-22.png,22,167
3,0168_t-168_ID-22.png,22,168
3,0169_t-169_ID-22.png,22,169
3,0170_t-170_ID-22.png,22,170
3,0171_t-171_ID-22.png,22,171
3,0172_t-172_ID-22.png,22,172
3,0173_t-173_ID-22.png,22,173
3,0174_t-174_ID-22.png,22,174
3,0175_t-175_ID-22.png,22,175
3,0176_t-176_ID-22.png,22,176
3,0177_t-177_ID-22.png,22,177
3,0178_t-178_ID-22.png,22,178
3,0179_t-179_ID-22.png,22,179
3,0180_t-180_ID-22.png,22,180
3,0181_t-181_ID-22.png,22,181
3,0182_t-182_ID-22.png,22,182
3,0183_t-183_ID-22.png,22,183
3,0184_t-184_ID-22.png,22,184
3,0185_t-185_ID-22.png,22,185
3,0186_t-186_ID-22.png,22,186
3,0187_t-187_ID-22.png,22,187
3,0188_t-188_ID-22.png,22,188
3,0189_t-189_ID-22.png,22,189
3,0190_t-190_ID-22.png,22,190
3,0191_t-191_ID-22.png,22,191
3,0192_t-192_ID-22.png,22,192
3,0193_t-193_ID-22.png,22,193
3,0194_t-194_ID-22.png,22,194
3,0195_t-195_ID-22.png,22,195
3,0196_t-196_ID-22.png,22,196
3,0197_t-197_ID-22.png,22,197
3,0198_t-198_ID-22.png,22,198
3,0199_t-199_ID-22.png,22,199
3,0200_t-200_ID-22.png,22,200
3,0201_t-201_ID-22.png,22,201
3,0202_t-202_ID-22.png,22,202
3,0203_t-203_ID-22.png,22,203
3,0204_t-204_ID-22.png,22,204
3,0205_t-205_ID-22.png,22,205
3,0206_t-206_ID-22.png,22,206
3,0207_t-207_ID-22.png,22,207
3,0208_t-208_ID-22.png,22,208
3,0209_t-209_ID-22.png,22,209
3,0210_t-210_ID-22.png,22,210
3,0211_t-211_ID-22.png,22,211
3,0212_t-212_ID-22.png,22,212
3,0213_t-213_ID-22.png,22,213
3,0214_t-214_ID-22.png,22,214
3,0215_t-215_ID-22.png,22,215
3,0216_t-216_ID-22.png,22,216
3,0217_t-217_ID-22.png,22,217
3,0218_t-218_ID-22.png,22,218
3,0219_t-219_ID-22.png,22,219
3,0220_t-220_ID-22.png,22,220
3,0221_t-221_ID-22.png,22,221
3,0222_t-222_ID-22.png,22,222
